"","value","labl","lga","piped_sewer_system","septic_tank","pit_latrine","open_drain","flushed_elsewhere","ventilated_improved_pit_latrine","pit_latrine_with_slab","open_pit_latrine","composting_toilet","hanging_toilet_latrine","no_facilities"
"519",2420,"2420. SURULERE (LAGOS)","Surulere (Lagos)",24,3,2,0,0,0,1,1,0,0,0
"520",2501,"2501. AKWANGA","Akwanga",0,0,0,0,0,0,0,0,0,0,0
"521",2502,"2502. AWE","Awe",0,0,0,0,0,0,0,0,0,0,0
"522",2503,"2503. DOMA","Doma",0,4,1,0,0,0,2,2,0,0,2
"523",2504,"2504. KARU","Karu",0,6,1,0,0,0,3,0,0,0,2
"524",2505,"2505. KEANA","Keana",0,0,0,0,0,0,0,0,0,0,0
"525",2506,"2506. KEFFI","Keffi",0,0,0,0,0,0,0,0,0,0,0
"526",2507,"2507. KOKONA","Kokona",0,0,0,0,0,0,0,0,0,0,0
"527",2508,"2508. LAFIA","Lafia",0,0,0,0,0,0,0,0,0,0,0
"528",2509,"2509. NASARAWA (NASARAWA STATE)","Nasarawa (Nasarawa State)",0,0,0,0,0,0,0,0,0,0,0
"529",2510,"2510. NASARAWA EGON","Nasarawa Egon",0,0,0,0,0,0,0,0,0,0,0
"530",2511,"2511. OBI (NASARAWA STATE)","Obi (Nasarawa State)",0,0,0,0,0,0,0,0,0,0,0
"531",2512,"2512. TOTO","Toto",0,0,0,0,0,0,0,0,0,0,0
"532",2513,"2513. WAMBA","Wamba",0,0,0,0,0,0,0,0,0,0,0
"533",2601,"2601. AGAIE","Agaie",0,0,0,0,0,0,0,0,0,0,0
"534",2602,"2602. AGWARA","Agwara",0,0,0,0,0,0,3,0,0,0,7
"535",2603,"2603. BIDA","Bida",6,1,3,0,0,0,7,3,0,0,0
"536",2604,"2604. BORGU","Borgu",0,0,0,0,0,0,2,0,0,0,8
"537",2605,"2605. BOSSO","Bosso",0,0,0,0,0,0,0,0,0,0,0
"538",2606,"2606. CHANCHAGA","Chanchaga",0,0,0,0,0,0,1,0,0,0,0
"539",2607,"2607. EDATI","Edati",0,0,0,0,0,0,0,0,0,0,0
"540",2608,"2608. GBAKO","Gbako",2,1,1,0,0,0,2,0,0,0,4
"541",2609,"2609. GURARA","Gurara",0,1,3,0,0,0,4,0,0,0,2
"542",2610,"2610. KATCHA","Katcha",0,0,0,0,0,0,0,0,0,0,0
"543",2611,"2611. KONTAGORA","Kontagora",1,0,0,0,0,0,2,1,0,0,6
"544",2612,"2612. LAPAI","Lapai",0,0,0,0,0,0,0,0,0,0,0
"545",2613,"2613. LAVUN","Lavun",1,1,0,0,0,0,1,0,0,0,7
"546",2614,"2614. MAGAMA","Magama",0,0,0,0,0,0,0,0,0,0,0
"547",2615,"2615. MARIGA","Mariga",2,1,0,0,0,0,3,1,0,0,13
"548",2616,"2616. MASHEGU","Mashegu",0,0,0,0,0,0,1,0,0,0,19
"549",2617,"2617. MOKWA","Mokwa",0,0,0,0,0,0,0,0,0,0,0
"550",2618,"2618. MUNYA","Munya",0,0,0,0,0,0,0,0,0,0,0
"551",2619,"2619. PAIKORO","Paikoro",0,0,0,0,0,0,0,0,0,0,0
"552",2620,"2620. RAFI","Rafi",1,1,0,0,0,0,4,0,0,0,4
"553",2621,"2621. RIJAV","Rijav",0,0,0,0,0,0,0,0,0,0,0
"554",2622,"2622. SHIRORO","Shiroro",0,0,0,0,0,0,0,0,0,0,0
"555",2623,"2623. SULEJA","Suleja",0,0,0,0,0,0,0,0,0,0,0
"556",2624,"2624. TAFA","Tafa",2,1,0,0,0,0,5,1,0,0,1
"557",2625,"2625. WUSHISHI","Wushishi",0,0,0,0,0,0,0,0,0,0,0
"558",2701,"2701. ABEOKUTA NORTH","Abeokuta North",0,6,2,0,0,0,1,0,0,0,1
"559",2702,"2702. ABEOKUTA SOUTH","Abeokuta South",0,0,0,0,0,0,0,0,0,0,0
"560",2703,"2703. ADOODO OTA","Adoodo Ota",0,12,2,0,0,1,3,0,0,0,1
"561",2704,"2704. YEWA NORTH","Yewa North",0,0,0,0,0,0,0,0,0,0,0
"562",2705,"2705. YEWA SOUTH","Yewa South",0,0,0,0,0,0,2,0,0,0,9
"563",2706,"2706. EWEKORO","Ewekoro",0,1,1,0,0,0,0,0,0,0,8
"564",2707,"2707. IFO","Ifo",0,1,0,0,0,0,0,0,0,0,0
"565",2708,"2708. IJEBU EAST","Ijebu East",0,0,0,0,0,0,0,0,0,0,0
"566",2709,"2709. IJEBU NORTH","Ijebu North",0,0,0,0,0,0,0,0,0,0,0
"567",2710,"2710. IJEBU NORTH EAST","Ijebu North East",0,0,0,0,0,0,0,0,0,0,0
"568",2711,"2711. IJEBU ODE","Ijebu Ode",0,5,3,0,0,0,2,0,0,0,8
"569",2712,"2712. IKENNE","Ikenne",0,4,5,0,0,1,14,0,0,0,1
"570",2713,"2713. IMEKO AFON","Imeko Afon",0,0,0,0,0,0,0,0,0,0,0
"571",2714,"2714. IPOKIA","Ipokia",0,0,0,0,0,0,1,0,0,0,0
"572",2715,"2715. OBAFEMI OWE","Obafemi Owe",0,2,0,0,0,0,2,0,0,0,14
"573",2716,"2716. ODEDA","Odeda",0,0,0,0,0,0,1,0,0,0,9
"574",2717,"2717. ODOGBOLU","Odogbolu",0,0,0,0,0,0,0,0,0,0,0
"575",2718,"2718. OGUN  WATERSIDE","Ogun Waterside",0,0,0,0,0,0,0,0,0,0,0
"576",2719,"2719. REMO NORTH","Remo North",0,0,0,0,0,0,0,0,0,0,0
"577",2720,"2720. SHAGAMU","Shagamu",0,8,7,0,0,0,5,0,0,0,0
"578",2801,"2801. AKOKO NORTH EAST","Akoko North East",2,0,0,0,0,0,3,0,0,0,5
"579",2802,"2802. AKOKO NORTH WEST","Akoko North West",0,0,0,0,0,0,0,0,0,0,0
"580",2803,"2803. AKOKO SOUTH EAST","Akoko South East",0,0,0,0,0,0,0,0,0,0,0
"581",2804,"2804. AKOKO SOUTH WEST","Akoko South West",0,2,0,0,0,0,1,0,0,0,0
"582",2805,"2805. AKURE NORTH","Akure North",0,1,3,0,0,0,1,0,0,0,5
"583",2806,"2806. AKURE SOUTH","Akure South",0,2,0,0,0,0,0,0,0,0,0
"584",2807,"2807. ESE ODO","Ese Odo",0,0,0,0,0,0,0,0,0,0,0
"585",2808,"2808. IDANRE","Idanre",0,1,1,0,0,0,0,0,0,0,8
"586",2809,"2809. IFEDORE","Ifedore",0,0,0,0,0,0,0,0,0,0,0
"587",2810,"2810. ILAJE","Ilaje",0,0,0,0,0,0,0,0,0,0,0
"588",2811,"2811. ILE OLUJI OKEIGBO","Ile Oluji Okeigbo",0,0,0,0,0,0,6,1,0,0,3
"589",2812,"2812. IRELE","Irele",0,0,0,0,0,0,0,0,0,0,0
"590",2813,"2813. ODIGBO","Odigbo",0,0,0,0,0,0,0,0,0,0,10
"591",2814,"2814. OKITIPUPA","Okitipupa",6,1,5,0,0,0,6,1,0,0,1
"592",2815,"2815. ONDO EAST","Ondo East",0,0,0,0,0,0,2,0,0,0,8
"593",2816,"2816. ONDO WEST","Ondo West",0,0,0,0,0,0,10,0,0,0,0
"594",2817,"2817. OSE","Ose",0,0,0,0,0,0,0,0,0,0,0
"595",2818,"2818. OWO","Owo",0,0,0,0,0,0,0,0,0,0,0
"596",2901,"2901. AIYEDADE","Aiyedade",0,0,0,0,0,0,0,0,0,0,0
"597",2902,"2902. AIYEDIRE","Aiyedire",0,0,0,0,0,0,0,0,0,0,0
"598",2903,"2903. ATAKUNMOSA EAST","Atakunmosa East",0,0,0,0,0,0,0,0,0,0,0
"599",2904,"2904. BOLUWADURO","Boluwaduro",0,0,0,0,0,0,0,0,0,0,0
"600",2905,"2905. BORIPE","Boripe",0,3,0,0,0,0,2,0,0,0,2
"601",2906,"2906. EDE NORTH","Ede North",0,0,0,0,0,0,0,0,0,0,0
"602",2907,"2907. EDE SOUTH","Ede South",0,0,0,0,0,0,0,0,0,0,0
"603",2908,"2908. EGBEDORE","Egbedore",0,0,0,0,0,0,0,0,0,0,0
"604",2909,"2909. EJIGBO","Ejigbo",0,0,1,0,0,0,2,0,0,0,5
"605",2910,"2910. IFE CENTRAL","Ife Central",0,7,1,0,0,0,2,0,0,0,0
"606",2911,"2911. IFE EAST","Ife East",0,0,0,0,0,0,0,0,0,0,0
"607",2912,"2912. IFE NORTH","Ife North",0,0,0,0,0,0,0,0,0,0,0
"608",2913,"2913. IFE SOUTH","Ife South",0,0,0,0,0,0,0,0,0,0,0
"609",2914,"2914. IFEDAYO","Ifedayo",0,0,0,0,0,0,0,0,0,0,0
"610",2915,"2915. IFELODUN (OSUN)","Ifelodun (Osun)",0,5,0,0,0,0,2,0,0,0,3
"611",2916,"2916. ILA","Ila",0,0,1,0,0,0,0,0,0,0,0
"612",2917,"2917. ILESHA EAST","Ilesha East",0,0,0,0,0,0,0,0,0,0,0
"613",2918,"2918. ILESHA WEST","Ilesha West",0,2,5,0,0,0,1,0,0,0,0
"614",2919,"2919. IREPODUN","Irepodun",0,2,0,0,0,0,0,0,0,0,0
"615",2920,"2920. IREWOLE","Irewole",0,0,0,0,0,0,0,0,0,0,8
"616",2921,"2921. ISOKAN","Isokan",0,0,0,0,0,0,0,0,0,0,0
"617",2922,"2922. IWO","Iwo",0,0,0,0,0,0,0,0,0,0,0
"618",2923,"2923. OBOKUN","Obokun",0,0,0,0,0,0,0,0,0,0,0
"619",2924,"2924. ODO OTIN","Odo Otin",0,0,0,0,0,0,0,0,0,0,0
"620",2925,"2925. OLA OLUWA","Ola Oluwa",0,0,0,0,0,0,0,0,0,0,0
"621",2926,"2926. OLORUNDA","Olorunda",0,0,0,0,0,0,0,0,0,0,0
"622",2927,"2927. ORIADE","Oriade",0,0,0,0,0,0,0,0,0,0,0
"623",2928,"2928. OROLU","Orolu",0,1,2,0,0,0,7,0,0,0,0
"624",2929,"2929. OSHOGBO","Oshogbo",0,0,0,0,0,0,0,0,0,0,0
"625",2930,"2930. ATAKUNMOSA WEST","Atakunmosa West",0,4,8,0,0,0,5,0,0,0,2
"626",3001,"3001. AFIJIO","Afijio",0,0,0,0,0,0,0,0,0,0,0
"627",3002,"3002. AKINYELE","Akinyele",0,8,0,0,0,0,4,0,0,0,3
"628",3003,"3003. ATIBA","Atiba",0,0,0,0,0,0,0,0,0,0,0
"629",3004,"3004. ATISBO","Atisbo",0,0,0,0,0,0,0,0,0,0,0
"630",3005,"3005. EGBEDA","Egbeda",0,12,1,0,0,0,3,0,0,0,1
"631",3006,"3006. IBADAN NORTH","Ibadan North",0,3,2,0,0,1,4,0,0,0,0
"632",3007,"3007. IBADAN NORTH EAST","Ibadan North East",0,1,0,0,0,0,6,0,0,0,0
"633",3008,"3008. IBADAN NORTH WEST","Ibadan North West",0,0,0,0,0,0,0,0,0,0,0
"634",3009,"3009. IBADAN SOUTH EAST","Ibadan South East",0,0,0,0,0,0,0,0,0,0,0
"635",3010,"3010. IBADAN SOUTH WEST","Ibadan South West",0,0,0,0,0,0,0,0,0,0,0
"636",3011,"3011. IBARAPA CENTRAL","Ibarapa Central",0,0,0,0,0,0,0,0,0,0,10
"637",3012,"3012. IBARAPA EAST","Ibarapa East",0,0,0,0,0,0,0,0,0,0,5
"638",3013,"3013. IBARAPA NORTH","Ibarapa North",0,0,0,0,0,0,0,0,0,0,10
"639",3014,"3014. IDO","Ido",0,1,0,0,0,0,0,0,0,0,0
"640",3015,"3015. IREPO","Irepo",0,0,0,0,0,0,0,0,0,0,10
"641",3016,"3016. ISEYIN","Iseyin",0,3,0,0,0,0,0,0,0,0,7
"642",3017,"3017. ITESIWAJU","Itesiwaju",0,0,0,0,0,0,0,0,0,0,0
"643",3018,"3018. IWAJOWA","Iwajowa",0,0,0,0,0,0,0,0,0,0,0
"644",3019,"3019. KAJOLA","Kajola",0,0,0,0,0,0,0,0,0,0,0
"645",3020,"3020. LAGELU","Lagelu",0,7,2,0,0,0,1,0,0,0,1
"646",3021,"3021. OGBOMOSHO NORTH","Ogbomosho North",0,6,0,0,0,0,0,0,0,0,6
"647",3022,"3022. OGBOMOSHO SOUTH","Ogbomosho South",0,0,0,0,0,0,0,0,0,0,0
"648",3023,"3023. OGO OLUWA","Ogo Oluwa",0,0,0,0,0,0,0,0,0,0,8
"649",3024,"3024. OLORUNSOGO","Olorunsogo",0,0,0,0,0,0,0,0,0,0,0
"650",3025,"3025. OLUYOLE","Oluyole",0,0,0,0,0,0,0,0,0,0,0
"651",3026,"3026. ONA  ARA","Ona Ara",0,3,4,0,0,0,3,0,0,0,0
"652",3027,"3027. ORELOPE","Orelope",0,0,0,0,0,0,0,0,0,0,0
"653",3028,"3028. ORIRE","Orire",0,0,0,0,0,0,0,0,0,0,10
"654",3029,"3029. OYO EAST","Oyo East",0,0,0,0,0,0,0,1,0,0,0
"655",3030,"3030. OYO WEST","Oyo West",0,0,0,0,0,0,0,0,0,0,0
"656",3031,"3031. SHAKI EAST","Shaki East",0,0,0,0,0,0,0,0,0,0,0
"657",3032,"3032. SHAKI WEST","Shaki West",0,0,0,0,0,0,0,0,0,0,0
"658",3033,"3033. SURULERE (OYO STATE)","Surulere (Oyo State)",0,0,0,0,0,0,0,0,0,0,0
"659",3101,"3101. BARKIN LADI","Barkin Ladi",0,0,0,0,0,0,0,0,0,0,0
"660",3102,"3102. BASSA (PLATEAU STATE)","Bassa (Plateau State)",0,0,0,0,0,0,1,1,0,0,8
"661",3103,"3103. BOKKOS","Bokkos",0,0,0,0,0,0,0,0,0,0,0
"662",3104,"3104. JOS EAST","Jos East",0,0,0,0,0,0,0,0,0,0,0
"663",3105,"3105. JOS NORTH","Jos North",0,1,0,0,0,0,0,0,0,0,0
"664",3106,"3106. JOS SOUTH","Jos South",0,0,0,0,0,0,0,0,0,0,0
"665",3107,"3107. KANAM","Kanam",0,0,0,0,0,0,0,0,0,0,0
"666",3108,"3108. KANKE","Kanke",0,0,0,0,0,0,0,0,0,0,0
"667",3109,"3109. LANGTANG NORTH","Langtang North",0,0,0,0,0,0,0,0,0,0,10
"668",3110,"3110. LANGTANG SOUTH","Langtang South",0,0,0,0,0,0,0,0,0,0,10
"669",3111,"3111. MANGU","Mangu",3,5,0,0,0,0,2,0,0,0,0
"670",3112,"3112. MIKANG","Mikang",0,0,0,0,0,0,0,0,0,0,10
"671",3113,"3113. PANKSHIN","Pankshin",0,0,0,0,0,0,0,1,0,0,9
"672",3114,"3114. QUA AN","Qua An",0,0,0,0,0,0,0,0,0,0,0
"673",3115,"3115. RIYOM","Riyom",0,0,0,0,0,0,0,0,0,0,0
"674",3116,"3116. SHENDAM","Shendam",0,0,0,0,0,0,0,0,0,0,10
"675",3117,"3117. WASE","Wase",0,0,0,0,0,0,0,0,0,0,10
"676",3201,"3201. ABUA ODUA","Abua Odua",0,0,0,0,0,0,0,0,0,0,0
"677",3202,"3202. AHOADA EAST","Ahoada East",0,0,0,0,0,0,0,0,0,0,0
"678",3203,"3203. AHOADA WEST","Ahoada West",0,2,2,0,0,0,0,0,0,3,3
"679",3204,"3204. AKUKU TORO","Akuku Toro",0,0,0,0,0,0,0,0,0,0,0
"680",3205,"3205. ANDONI","Andoni",0,1,0,0,0,0,0,0,0,9,0
"681",3206,"3206. ASARI TORO","Asari Toro",5,1,0,0,0,0,0,0,0,22,0
"682",3207,"3207. BONNY","Bonny",0,0,0,0,0,0,0,0,0,0,0
"683",3208,"3208. DEGEMA","Degema",0,0,0,0,0,0,0,0,0,0,0
"684",3209,"3209. ELEME","Eleme",0,0,0,0,0,0,0,0,0,0,0
"685",3210,"3210. EMUOHA","Emuoha",0,0,0,0,0,0,0,0,0,0,0
"686",3211,"3211. ETCHE","Etche",0,0,0,0,0,0,0,0,0,0,0
"687",3212,"3212. GOKANA","Gokana",1,3,0,0,0,0,1,0,0,0,5
"688",3213,"3213. IKWERRE","Ikwerre",7,14,6,0,0,0,2,0,0,0,0
"689",3214,"3214. KHANA","Khana",0,0,0,0,0,0,0,0,0,0,0
"690",3215,"3215. OBIO AKPOR","Obio Akpor",3,7,0,0,0,0,0,0,0,0,0
"691",3216,"3216. OGBA EGBEMA NDOR","Ogba Egbema Ndor",0,0,0,0,0,0,0,0,0,0,0
"692",3217,"3217. OGU BOLO","Ogu Bolo",0,0,0,0,0,0,0,0,0,0,0
"693",3218,"3218. OKIRIKA","Okirika",0,0,0,0,0,0,0,0,0,0,0
"694",3219,"3219. OMUMMA","Omumma",0,0,0,0,0,0,0,0,0,0,0
"695",3220,"3220. OPOBO NKORO","Opobo Nkoro",0,0,0,0,0,0,0,0,0,0,0
"696",3221,"3221. OYIGBO","Oyigbo",0,0,0,0,0,0,0,0,0,0,0
"697",3222,"3222. PORT HARCOURT","Port Harcourt",0,0,0,0,0,0,0,0,0,0,0
"698",3223,"3223. TAI","Tai",0,1,1,0,0,0,0,0,0,0,8
"699",3301,"3301. BINJI","Binji",0,0,0,0,0,0,0,0,0,0,0
"700",3302,"3302. BODINGA","Bodinga",0,0,0,0,0,0,4,5,0,0,1
"701",3303,"3303. DANGE SHUNI","Dange Shuni",0,0,0,0,0,0,0,0,0,0,0
"702",3304,"3304. GADA","Gada",0,0,0,0,0,0,1,2,0,0,7
"703",3305,"3305. GORONYO","Goronyo",0,0,0,0,0,0,0,1,0,0,9
"704",3306,"3306. GUDU","Gudu",0,0,0,0,0,0,0,0,0,0,0
"705",3307,"3307. GWADABAWA","Gwadabawa",0,0,0,0,0,0,0,0,0,0,0
"706",3308,"3308. ILELA","Ilela",0,0,0,0,0,0,0,0,0,0,0
"707",3309,"3309. ISA","Isa",0,0,0,0,0,0,0,0,0,0,0
"708",3310,"3310. KEBBE","Kebbe",0,0,0,0,0,0,0,0,0,0,0
"709",3311,"3311. KWARE","Kware",0,0,0,0,0,0,0,0,0,0,0
"710",3312,"3312. RABAH","Rabah",0,0,0,0,0,0,0,0,0,0,0
"711",3313,"3313. SABON BIRNI","Sabon Birni",0,0,0,0,0,0,5,5,0,0,0
"712",3314,"3314. SHAGARI","Shagari",0,0,0,0,0,0,0,0,0,0,0
"713",3315,"3315. SILAME","Silame",0,0,0,0,0,0,0,0,0,0,0
"714",3316,"3316. SOKOTO NORTH","Sokoto North",0,0,0,0,0,0,0,0,0,0,0
"715",3317,"3317. SOKOTO SOUTH","Sokoto South",0,0,0,0,0,0,0,0,0,0,0
"716",3318,"3318. JAMBUWAL","Jambuwal",0,0,0,0,0,0,0,1,0,0,9
"717",3319,"3319. TANGAZA","Tangaza",0,0,0,0,0,0,0,0,0,0,0
"718",3320,"3320. TURETA","Tureta",0,0,0,0,0,0,0,0,0,0,0
"719",3321,"3321. WAMAKKO","Wamakko",0,0,0,0,0,0,5,5,0,0,0
"720",3322,"3322. WURNO","Wurno",0,0,0,0,0,0,0,0,0,0,0
"721",3323,"3323. YABO","Yabo",0,0,0,0,0,0,8,1,0,0,1
"722",3401,"3401. ARDO KOLA","Ardo Kola",0,0,0,0,0,0,6,5,0,0,0
"723",3402,"3402. BALI","Bali",0,0,0,0,0,0,0,4,0,0,16
"724",3403,"3403. DONGA","Donga",0,0,0,0,0,0,0,0,0,0,0
"725",3404,"3404. GASHAKA","Gashaka",0,0,0,0,0,0,0,0,0,0,0
"726",3405,"3405. GASSOL","Gassol",0,0,0,0,0,0,1,1,0,0,7
"727",3406,"3406. IBI","Ibi",0,0,4,0,0,0,6,0,0,0,0
"728",3407,"3407. JALINGO","Jalingo",0,0,0,0,0,0,1,0,0,0,10
"729",3408,"3408. KARIM LAM","Karim Lam",0,0,2,0,0,0,4,4,0,0,0
"730",3409,"3409. KURMI","Kurmi",0,0,0,0,0,0,0,3,0,0,6
"731",3410,"3410. LAU","Lau",0,0,0,0,0,0,0,0,0,0,0
"732",3411,"3411. SADUANA","Saduana",0,0,0,0,0,0,7,3,0,0,0
"733",3412,"3412. TAKUM","Takum",0,0,0,0,0,0,0,1,0,0,8
"734",3413,"3413. USSA","Ussa",0,0,0,0,0,0,0,0,0,0,0
"735",3414,"3414. WUKARI","Wukari",0,0,0,0,0,0,0,0,0,0,0
"736",3415,"3415. YORRO","Yorro",0,0,0,0,0,0,0,0,0,0,0
"737",3416,"3416. ZING","Zing",0,0,0,0,0,0,0,1,0,0,9
"738",3501,"3501. BARDE","Barde",0,0,0,0,0,0,0,0,0,0,0
"739",3502,"3502. BURSARI","Bursari",0,0,0,0,0,0,0,0,0,0,0
"740",3503,"3503. DAMATURU","Damaturu",0,0,0,0,0,0,0,0,0,0,0
"741",3504,"3504. FIKA","Fika",0,0,0,0,0,0,0,0,0,0,0
"742",3505,"3505. FUNE","Fune",0,0,0,0,0,0,5,4,0,0,1
"743",3506,"3506. GEIDAM","Geidam",0,0,0,0,0,0,2,6,0,0,2
"744",3507,"3507. GUJBA","Gujba",0,0,0,0,0,0,5,5,0,0,0
"745",3508,"3508. GULANI","Gulani",0,0,0,0,0,0,0,0,0,0,0
"746",3509,"3509. JAKUSKO","Jakusko",0,0,0,0,0,0,0,0,0,0,0
"747",3510,"3510. KARASUWA","Karasuwa",0,0,0,0,0,0,0,0,0,0,10
"748",3511,"3511. MACHINA","Machina",0,0,0,0,0,0,0,0,0,0,0
"749",3512,"3512. NANGERE","Nangere",0,0,0,0,0,0,5,5,0,0,0
"750",3513,"3513. NGURU","Nguru",0,0,0,0,0,0,4,6,0,0,0
"751",3514,"3514. POTISKUM","Potiskum",0,0,0,0,0,0,7,3,0,0,0
"752",3515,"3515. TARMUWA","Tarmuwa",0,0,0,0,0,0,0,0,0,0,0
"753",3516,"3516. YUNUSARI","Yunusari",0,0,0,0,0,0,0,0,0,0,0
"754",3517,"3517. YUSFARI","Yusfari",0,0,0,0,0,0,0,0,0,0,0
"755",3601,"3601. ANKA","Anka",0,0,0,0,0,0,0,0,0,0,0
"756",3602,"3602. BAKURA","Bakura",0,0,0,0,0,0,0,0,0,0,0
"757",3603,"3603. BIRNIN MAGAJI","Birnin Magaji",0,0,0,0,0,0,0,0,0,0,0
"758",3604,"3604. BUKKUYUM","Bukkuyum",0,0,0,0,0,0,0,0,0,0,0
"759",3605,"3605. BUNGUDU","Bungudu",0,0,0,0,0,0,0,0,0,0,0
"760",3606,"3606. GUMMI","Gummi",0,0,0,0,0,0,7,3,0,0,0
"761",3607,"3607. GUSAU","Gusau",0,0,0,0,0,0,0,0,0,0,0
"762",3608,"3608. KAURA NAMODA","Kaura Namoda",0,0,1,0,0,0,16,3,0,0,0
"763",3609,"3609. MARADDUN","Maraddun",0,0,0,0,0,0,0,0,0,0,0
"764",3610,"3610. MARU","Maru",0,0,0,0,0,0,12,8,0,0,0
"765",3611,"3611. SHINKAFI","Shinkafi",0,0,3,0,0,1,4,2,0,0,0
"766",3612,"3612. TALATA MAFARA","Talata Mafara",0,0,0,0,0,0,0,0,0,0,0
"767",3613,"3613. TSAFE","Tsafe",0,0,0,0,0,0,13,7,0,0,0
"768",3614,"3614. ZURMI","Zurmi",0,0,0,0,0,0,0,0,0,0,0
"769",3701,"3701. ABAJI","Abaji",0,3,3,0,0,1,1,2,0,0,0
"770",3702,"3702. BWARI","Bwari",0,22,2,0,0,0,1,0,0,0,0
"771",3703,"3703. GWAGWALADA","Gwagwalada",0,3,6,0,0,0,2,9,0,0,0
"772",3704,"3704. KUJE","Kuje",0,0,0,0,0,0,0,3,0,0,7
"773",3705,"3705. KWALI","Kwali",0,0,0,0,0,0,1,5,0,0,14
"774",3706,"3706. ABUJA MUNICIPAL","Abuja Municipal",15,21,0,0,0,1,1,2,0,0,0
